data,hora,Casa,resultado,visitante,Jornada,link,numero,evento,numero2,evento2,nome,nome2
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,1,,,,Stanislav Kritciuk,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,15,,,,Carraça,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,3,,,,Lucas Cunha,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,26,,,,Rúben Fernandes,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,19,,,,Adrián Marín,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,21,Saiu 85/,,,Vitor Carvalho,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,10,Saiu 85/,,,Kanya Fujimoto,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,25,Amarelo 60 /Saiu 70/,,,Pedro Tiba,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,77,,,,Murilo Souza,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,9,Golo 27  /,,,Fran Navarro,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,7,Assistencia 27  /Saiu 75/,,,Bilel Aouacheria,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,12,,,,Brian Araújo,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,78,,,,Danilo Veiga,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,72,,,,Tomás Araújo,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,55,,,,Henrique Gomes,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,8,Entrou 85/Amarelo 89 /,,,Giorgi Aburjania,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,18,,,,Mizuki Arai,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,57,Entrou 70/,,,Matheus Bueno,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,30,Entrou 85/,,,Ali Alipour,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,17,Entrou 75/,,,Kevin Medina,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,,,Carlos Cunha,
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,32,,,Kosuke Nakamura
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,3,,,Zié Ouattara
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,22,,,Filipe Relvas
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,44,,,Pedrão
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,14,,,Moustapha Seck
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,24,Golo 12  /,,Mohamed Diaby
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,18,,,Fahd Moufi
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,38,Assistencia 12  /Saiu 85/,,Paulo Estrela
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,11,Saiu 75/,,Anderson Oliveira
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,20,Amarelo 47 /Saiu 85/,,Luquinha
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,99,Saiu 71/,,Yago Cariello
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,1,,,Berke Ozer
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,28,,,Pastor
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,19,,,Gonçalo Costa
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,6,Entrou 85/,,Henrique Jocú
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,8,Entrou 85/,,Ewerton
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,27,,,Gustavo Klismahn
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,17,Entrou 71/Golo 78  /,,Ricardo Matos
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,35,,,Bryan Róchez
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,70,Entrou 75/Assistencia 78  /,,Rui Gomes
2022-11-04,20:15,Gil Vicente,1-2,Portimonense,J12,1-2,,,,,,Paulo Sérgio
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,14,,,,Bruno Varela (C),
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,13,,,,André Amaro,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,22,,,,Ibrahima Bamba,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,3,,,,Mikel Villanueva,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,28,Assistencia 21  56  /Amarelo 72 /Saiu 75/,,,Zé Carlos,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,80,Saiu 75/,,,Dani Silva,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,21,Saiu 90+2/,,,André André,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,72,Amarelo 90+1 /,,,Afonso Freitas,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,90,Golo 21  /Assistencia 64  /,,,Mikey Johnston,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,33,Saiu 66/,,,Anderson Oliveira,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,20,Golo 56  64  /Amarelo 32 /Saiu 66/,,,Nélson da Luz,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,63,,,,Celton Biai,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,83,,,,Mamadou Tounkara,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,25,,,,Ryoya Ogawa,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,23,Entrou 90+2/,,,Matheus Índio,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,98,Entrou 75/,,,Nicolas Janvier,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,7,Entrou 66/,,,Rúben Lameiras,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,9,Entrou 66/Amarelo 90+4 /,,,Alisson Safira,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,11,Entrou 75/,,,Jota Silva,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,15,,,,Antoñín Cortés,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,,,Moreno,
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,31,,,Luiz Júnior
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,6,,,Alexandre Penetra
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,4,,,Enea Mihaj
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,15,,,Riccieli (C)
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,74,Amarelo 45 /Saiu 77/,,Francisco Moura
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,12,Amarelo 69 /,,Gustavo Assunção
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,28,Saiu 63/,,Zaydou Youssouf
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,10,Saiu 46/,,Iván Jaime
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,97,Amarelo 86 /,,Santi Colombatto
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,14,Saiu 63/,,Junior Kadile
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,19,Saiu 77/,,Puma Rodríguez
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,1,,,Ivan Zlobin
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,22,Vermelho n/d /,,De La Fuente
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,2,,,Diogo Queirós
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,5,Entrou 77/Amarelo 90+2 /,,Rúben Lima
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,8,,,André Simões
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,25,Entrou 63/Amarelo 90+1 /,,Pelé
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,7,Entrou 46/Assistencia 74  83  /,,Ivo Rodrigues
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,9,Entrou 63/Golo 74  83  /,,Álex Millán
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,29,Entrou 77/,,Jhonder Cádiz
2022-10-31,20:15,Vitória SC,3-2,FC Famalicão,J11,3-2,,,,,,João Pedro Sousa
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,1,,,,Stanislav Kritciuk,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,78,Saiu 82/,,,Danilo Veiga,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,3,,,,Lucas Cunha,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,26,,,,Rúben Fernandes,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,55,Amarelo 67 /,,,Henrique Gomes,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,21,Amarelo 58 /,,,Vitor Carvalho,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,10,Saiu 78/,,,Kanya Fujimoto,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,57,Saiu 82/,,,Matheus Bueno,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,77,Saiu 78/,,,Murilo Souza,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,9,Amarelo 28 /,,,Fran Navarro,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,7,Saiu 88/,,,Bilel Aouacheria,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,12,,,,Brian Araújo,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,5,,,,Emma Hackman,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,15,Entrou 82/,,,Carraça,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,4,,,,Né Lopes,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,8,Entrou 88/Amarelo 90 /,,,Giorgi Aburjania,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,18,Entrou 78/,,,Mizuki Arai,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,25,Entrou 82/,,,Pedro Tiba,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,16,,,,André Simões,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,30,Entrou 78/,,,Ali Alipour,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,,,Ivo Vieira,
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,1,Amarelo 90+2 /,,Matheus Magalhães
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,70,,,Fabiano Souza
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,3,Amarelo 61 /,,Vítor Tormena
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,4,,,Sikou Niakaté
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,6,Saiu 46/,,Nuno Sequeira
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,45,Golo 67  /Saiu 83/,,Iuri Medeiros
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,8,,,Al Musrati
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,10,Saiu 69/,,André Horta
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,21,,,Ricardo Horta
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,9,Saiu 56/,,Abel Ruiz
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,99,Assistencia 67  /Saiu 69/,,Vitinha
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,12,,,Tiago Sá
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,2,,,Víctor Gómez
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,15,Entrou 46/,,Paulo Oliveira
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,19,Entrou 69/,,Uros Racic
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,88,Entrou 83/,,André Castro
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,18,,,Diego Lainez
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,23,Entrou 56/Amarelo 90+4 /,,Simon Banza
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,7,Entrou 69/,,Rodrigo Gomes
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,14,,,Álvaro Djaló
2022-10-30,20:30,Gil Vicente,0-1,SC Braga,J11,0-1,,,,,,Artur Jorge
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,33,,,,Ricardo Batista,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,3,Saiu 46/,,,João Nunes,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,13,,,,Vasco Fernandes (C),
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,15,Amarelo 57 /Saiu 64/,,,Fernando Varela,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,42,,,,Lucas Soares,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,8,Assistencia 66  /Saiu 80/,,,Ângelo Neto,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,27,Amarelo 27 /Saiu 71/,,,Afonso Taira,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,5,,,,Leonardo Lelo,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,14,Saiu 64/,,,Takahiro Kunimoto,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,99,,,,Clayton Silva,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,7,Golo 66  /,,,Saviour Godwin,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,68,,,,Lucas Paes,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,4,Entrou 64/,,,Léo Bolgado,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,19,Entrou 46/,,,Nermin Zolotic,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,6,,,,Derick Poloni,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,16,Entrou 80/,,,Cuca,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,88,Entrou 71/,,,Yan Eteki,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,10,,,,Diogo Pinto,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,11,,,,Rafael Martins,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,23,Entrou 64/,,,Léo Natel,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,,,Filipe Martins,
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,18,,,Jhonatan Luiz
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,23,Saiu 71/,,Josué Sá
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,33,Amarelo 41 /,,Aderllan Santos
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,4,,,Patrick William
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,20,Saiu 79/,,Costinha
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,6,,,Guga Rodrigues (C)
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,15,Saiu 70/,,Miguel Baeza
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,30,Saiu 70/,,Andreas Samaris
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,24,,,Pedro Amaral
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,19,Saiu 26/,,Yakubu Aziz
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,22,Amarelo 58 /,,Emmanuel Boateng
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,1,,,Magrão
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,13,Entrou 79/,,João Ferreira
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,3,,,Miguel Nóbrega
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,8,,,Vítor Gomes
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,10,,,Amine Oudrhiri
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,21,Entrou 70/Amarelo 90+3 /,,João Graça
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,17,Entrou 71/,,Ukra
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,9,Entrou 26/,,Leonardo Ruiz
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,77,Entrou 70/,,Fábio Ronaldo
2022-10-30,18:00,Casa Pia AC,1-0,Rio Ave,J11,1-0,,,,,,Luís Freire
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,32,,,,Kosuke Nakamura,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,3,,,,Zié Ouattara,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,44,,,,Pedrão,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,14,Amarelo 45+2 /Saiu 77/,,,Moustapha Seck,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,22,,,,Filipe Relvas,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,11,Amarelo 52 /,,,Anderson Oliveira,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,6,Amarelo 24 /Saiu 60/,,,Henrique Jocú,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,8,Amarelo 58 /Saiu 60/,,,Ewerton (C),
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,93,Golo 88  (g.p.)/,,,Welinton Júnior,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,70,Saiu 46/,,,Rui Gomes,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,99,Saiu 46/,,,Yago Cariello,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,1,,,,Berke Ozer,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,28,,,,Pastor,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,19,,,,Gonçalo Costa,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,24,Entrou 60/,,,Mohamed Diaby,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,27,,,,Gustavo Klismahn,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,20,Entrou 46/,,,Luquinha,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,17,Entrou 77/Amarelo 80 /,,,Ricardo Matos,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,35,Entrou 46/MissPenalty 70  /,,,Bryan Róchez,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,77,Entrou 60/,,,Adewale Sapara,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,,,Paulo Sérgio,
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,99,Amarelo 52  /Vermelho 66  /,,Daniel Figueira
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,62,Amarelo 52 /Saiu 72/,,Tiago Santos
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,4,,,Lucas Áfrico
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,23,Amarelo 36 /,,Pedro Álvaro
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,31,Assistencia 22  /,,Joãozinho (C)
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,25,,,Mor Ndiaye
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,32,,,Loreintz Rosier
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,95,Saiu 81/,,James Léa-Siliki
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,20,Vermelho 90  /Saiu 81/,,João Carvalho
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,7,Saiu 68/,,Rodrigo Martins
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,79,Golo 22  /Saiu 73/,,Erison Danilo
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,13,Entrou 68/DefendedPenalty 70  /Amarelo 86 /,,Pedro Silva
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,34,Entrou 81/Amarelo 87 /,,Edson Mexer
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,22,Entrou 72/,,Shaquil Delos
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,8,,,Serginho
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,10,Entrou 81/,,Francisco Geraldes
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,21,,,Tiago Gouveia
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,50,Entrou 73/Amarelo 90+6 /,,João Carlos
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,90,,,Gilson Benchimol
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,78,,,Tiago Araújo
2022-10-30,15:30,Portimonense,1-1,Estoril Praia,J11,1-1,,,,,,Nélson Veríssimo
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,1,,,,Rafael Bracali (C),
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,79,,,,Pedro Malheiro,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,2,Amarelo 77 /,,,Reggie Cannon,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,23,,,,Vincent Sasso,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,70,Amarelo 67 /,,,Bruno Onyemaechi,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,24,,,,Sebastián Pérez,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,13,Golo 4  /Amarelo 47 /Saiu 89/,,,Masaki Watai,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,42,Saiu 46/,,,Gaius Makouta,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,21,Saiu 68/,,,Salvador Agra,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,59,Saiu 39/,,,Martim Tavares,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,7,Assistencia 4  /Saiu 46/,,,Kenji Gorré,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,12,,,,César,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,4,,,,Robson Reis,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,26,,,,Rodrigo Abascal,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,20,Entrou 89/,,,Filipe Ferreira,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,6,,,,Ibrahima Camará,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,18,Entrou 46/,,,Ilija Vukotic,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,8,Entrou 68/,,,Bruno Lourenço,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,9,Entrou 46/,,,Róbert Bozeník,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,11,Entrou 39/Golo 78  (g.p.)/MissPenalty 83  /,,,Yusupha Njie,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,,,Petit,
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,97,DefendedPenalty 83  /Amarelo 63 /,,Fabijan Buntic
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,7,,,Carlos Isaac
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,3,Amarelo 40 /,,Bruno Wilson
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,5,Amarelo 82 /,,Anderson Jesus
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,16,Golo 6  /Amarelo 59 /,,Matheus Pereira
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,8,Amarelo 78  /Vermelho 83  /,,Raphael Guzzo
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,20,,,Samu Silva (C)
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,19,Saiu 85/,,Alex Méndez
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,10,Saiu 85/,,Kiko Bondoso
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,9,Saiu 53/,,Milutin Osmajic
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,22,Golo 28  /Assistencia 6  /Saiu 75/,,Kévin Zohi
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,13,,,Luiz Felipe
2022-10-30,15:30,Boavista,2-2,FC Vizela,J11,2-2,,,82,Amarelo 90+4 /,,Tomás Silva
