data,hora,Casa,resultado,visitante,Jornada,link,numero,evento,numero2,evento2,nome,nome2
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,16,Entrou 78/,,Cuca
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,17,Entrou 68/Assistencia 75  /,,Romário Baró
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,70,,,Anderson Cordeiro
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,99,Entrou 68/Golo 75  /Amarelo 90+1 /,,Clayton Silva
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,23,,,Léo Natel
2022-09-11,15:30,Paços de Ferreira,2-3,Casa Pia AC,J6,2-3,,,,,,Filipe Martins
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,99,,,,Diogo Costa,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,23,Saiu 60/,,,João Mário,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,2,,,,Fábio Cardoso,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,4,,,,David Carmo,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,22,,,,Wendell,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,8,Amarelo 29 /,,,Matheus Uribe,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,46,,,,Stephen Eustaquio,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,13,Saiu 75/,,,Wenderson Galeno,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,11,Saiu 84/,,,Pepê,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,9,Golo 4  /Assistencia 70  /Saiu 84/,,,Mehdi Taremi,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,29,Saiu 60/,,,Toni Martínez,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,14,,,,Cláudio Ramos,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,17,Entrou 84/,,,Rodrigo Conceição,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,3,,,,Pepe,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,16,,,,Marko Grujic,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,20,Entrou 60/Golo 82  /,,,André Franco,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,70,Entrou 84/,,,Gonçalo Borges,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,19,,,,Danny Namaso,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,30,Entrou 60/Golo 70  /,,,Evanilson,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,7,Entrou 75/,,,Gabriel Veron,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,,,Sérgio Conceição,
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,1,,,Paulo Vítor
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,77,,,João Correia
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,3,Amarelo 80 /,,Nélson Monte
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,19,,,Steven Vitória
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,5,,,Bruno Langa
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,8,,,João Mendes
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,10,,,João Teixeira
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,21,Amarelo 28 /Saiu 54/,,Ricardo Guima
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,20,Saiu 83/,,Juninho Vieira
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,23,Saiu 83/,,Héctor Hernández
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,28,Saiu 65/,,Jonny Arriba
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,30,,,Gonçalo Pinto
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,2,,,Habib Sylla
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,26,,,Carlos Ponck
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,44,,,João Queirós
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,12,,,Sandro Cruz
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,73,Entrou 83/,,Benny Sousa
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,70,Entrou 54/Amarelo 67 /,,Hélder Morim
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,7,Entrou 65/,,Luther Singh
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,95,Entrou 83/,,Jô Batista
2022-09-10,20:30,FC Porto,3-0,GD Chaves,J6,3-0,,,,,,Vítor Campelos
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,1,,,,Antonio Adán,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,13,Saiu 54/,,,Luís Neto,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,4,,,,Sebastián Coates (C),
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,25,Saiu 46/,,,Gonçalo Inácio,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,47,Amarelo 89 /,,,Ricardo Esgaio,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,5,Saiu 61/,,,Hidemasa Morita,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,28,Golo 72  /Assistencia 76  /,,,Pedro Gonçalves,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,11,Golo 76  /Amarelo 44 /,,,Nuno Santos,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,17,Golo 7  41  /,,,Francisco Trincão,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,10,Saiu 61/,,,Marcus Edwards,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,16,Assistencia 41  /Amarelo 45 /Saiu 54/,,,Rochinha,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,12,,,,Franco Israel,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,24,Entrou 54/Assistencia 72  /,,,Pedro Porro,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,63,,,,José Marsà,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,2,Entrou 46/,,,Matheus Reis,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,6,Entrou 61/,,,Sotiris Alexandropoulos,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,15,Entrou 54/,,,Manuel Ugarte,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,18,,,,Fatawu Issahaku,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,20,Entrou 61/,,,Paulinho,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,33,,,,Arthur Gomes,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,,,Rúben Amorim,
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,32,,,Kosuke Nakamura
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,18,,,Fahd Moufi (C)
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,22,,,Filipe Relvas
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,44,Amarelo 45 /,,Pedrão
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,14,Amarelo 48 /,,Moustapha Seck
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,6,Saiu 46/,,Henrique Jocú
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,20,Saiu 77/,,Luquinha
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,38,Saiu 46/,,Paulo Estrela
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,3,Saiu 71/,,Zié Ouattara
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,19,Saiu 30/,,Gonçalo Costa
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,93,,,Welinton Júnior
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,1,,,Berke Ozer
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,28,,,Pastor
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,78,,,Vinícius Szeuczuk
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,24,Entrou 46/Amarelo 90+2 /,,Mohamed Diaby
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,8,Entrou 46/,,Ewerton
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,85,Entrou 77/,,Bruno Reis
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,17,,,Ricardo Matos
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,35,Entrou 30/,,Bryan Róchez
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,70,Entrou 71/,,Rui Gomes
2022-09-10,18:00,Sporting,4-0,Portimonense,J6,4-0,,,,,,Paulo Sérgio
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,31,,,,Luiz Júnior,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,22,Saiu 82/,,,De La Fuente,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,4,,,,Enea Mihaj,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,15,,,,Riccieli (C),
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,5,,,,Rúben Lima,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,25,Saiu 74/,,,Pelé,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,28,Saiu 82/,,,Zaydou Youssouf,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,7,Vermelho n/d /,,,Ivo Rodrigues,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,97,Amarelo 90+3 /,,,Santi Colombatto,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,74,Saiu 56/,,,Francisco Moura,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,9,Saiu 73/,,,Álex Millán,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,13,,,,Dalberson Ferreira,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,6,,,,Alexandre Penetra,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,8,,,,André Simões,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,11,Entrou 74/,,,Pedro Brazão,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,20,Entrou 82/Amarelo 90+5 /,,,Gustavo Sá,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,17,Entrou 73/,,,Rui Fonte,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,29,Entrou 82/,,,Jhonder Cádiz,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,95,,,,Théo Fonseca,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,14,Entrou 56/,,,Junior Kadile,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,,,Rui Pedro Silva,
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,99,,,Odysseas Vlachodimos
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,2,Saiu 64/,,Gilberto
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,30,,,Nicolás Otamendi (C)
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,66,,,António Silva
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,3,Assistencia 63  /,,Álex Grimaldo
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,13,Saiu 85/,,Enzo Fernández
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,61,,,Florentino Luís
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,7,Saiu 64/,,David Neres
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,27,Golo 63  /,,Rafa Silva
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,93,Saiu 46/,,Julian Draxler
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,33,Saiu 64/,,Petar Musa
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,77,,,Helton Leite
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,6,Entrou 64/,,Alexander Bah
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,25,,,John Brooks
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,23,,,Mihailo Ristic
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,8,Entrou 85/,,Fredrik Aursnes
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,22,Entrou 64/,,Chiquinho
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,17,Entrou 46/,,Diogo Gonçalves
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,18,Entrou 64/,,Rodrigo Pinho
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,39,,,Henrique Araújo
2022-09-10,15:30,FC Famalicão,0-1,Benfica,J6,0-1,,,,,,Roger Schmidt
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,14,,,,Bruno Varela,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,83,,,,Mamadou Tounkara,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,22,,,,Ibrahima Bamba,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,13,Amarelo 31 /,,,André Amaro,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,28,Saiu 72/,,,Zé Carlos,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,10,Assistencia 48  /Amarelo 90+5 /,,,Tiago Silva,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,21,Saiu 78/,,,André André,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,25,Saiu 46/,,,Ryoya Ogawa,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,7,Saiu 71/,,,Rúben Lameiras,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,33,Golo 48  /Saiu 84/,,,Anderson Oliveira,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,20,Amarelo 90+6 /,,,Nélson da Luz,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,63,,,,Celton Biai,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,50,,,,João Ricciulli,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,72,Entrou 72/,,,Afonso Freitas,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,23,,,,Matheus Índio,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,80,Entrou 78/,,,Dani Silva,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,9,Entrou 84/,,,Alisson Safira,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,11,Entrou 71/Amarelo 86 /,,,Jota Silva,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,15,,,,Antoñín Cortés,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,90,Entrou 46/,,,Mikey Johnston,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,,,Moreno,
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,99,,,Marco Pereira
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,95,Saiu 86/,,Pierre Sagna
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,4,Amarelo 53 /,,Kennedy Boateng
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,16,Amarelo 86 /,,Paulo Henrique
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,17,Amarelo 67 /,,Cristian Tassano
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,20,Saiu 82/,,Adriano Firmino
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,80,Amarelo 41 /Saiu 69/,,Victor Bobsin
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,10,,,Ricardinho
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,49,,,Gabriel Silva
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,39,Saiu 69/,,Matheus Babi
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,7,Saiu 69/,,Allano
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,12,,,Gabriel Batista
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,43,,,Paulo Eduardo
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,3,,,Xavi Quintillà
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,32,Entrou 82/Amarelo 84 /,,MT
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,8,Entrou 69/,,Anderson Carvalho
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,35,,,Pedro Bicalho
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,21,Entrou 86/,,Andrezinho
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,9,Entrou 69/,,Kyosuke Tagawa
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,37,Entrou 69/,,Rildo
2022-09-09,20:15,Vitória SC,1-0,Santa Clara,J6,1-0,,,,,,Mário Silva
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,1,Amarelo 90 /,,,Paulo Vítor,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,77,,,,João Correia,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,3,Amarelo 90+4 /,,,Nélson Monte,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,19,Amarelo 90+4 /,,,Steven Vitória,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,5,,,,Bruno Langa,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,6,Assistencia 32  /,,,Kevin Pina,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,10,Amarelo 63 /Saiu 81/,,,João Teixeira (C),
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,21,,,,Ricardo Guima,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,20,Saiu 81/,,,Juninho Vieira,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,23,Golo 32  /Amarelo 54 /Saiu 83/,,,Héctor Hernández,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,28,Saiu 90+1/,,,Jonny Arriba,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,30,,,,Gonçalo Pinto,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,44,Entrou 83/,,,João Queirós,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,12,,,,Sandro Cruz,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,40,,,,Nwankwo Obiora,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,8,,,,João Mendes,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,73,Entrou 81/,,,Benny Sousa,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,70,,,,Hélder Morim,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,7,Entrou 90+1/,,,Luther Singh,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,95,Entrou 81/,,,Jô Batista,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,,,Vítor Campelos,
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,18,,,Jhonatan Luiz
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,42,Amarelo 90 /,,Renato Pantalon
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,33,,,Aderllan Santos
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,3,Saiu 46/,,Miguel Nóbrega
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,10,Saiu 70/,,Amine Oudrhiri
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,20,,,Costinha
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,6,,,Guga Rodrigues (C)
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,14,Amarelo 6 /Saiu 62/,,Joca
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,24,,,Pedro Amaral
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,19,Amarelo 18 /Saiu 78/,,Yakubu Aziz
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,77,Saiu 70/,,Fábio Ronaldo
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,1,,,Magrão
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,4,,,Patrick William
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,8,,,Vítor Gomes
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,21,Entrou 70/,,João Graça
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,17,,,Ukra
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,27,Entrou 62/,,Hernâni Fortes
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,9,Entrou 78/Golo 90  /,,Leonardo Ruiz
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,22,Entrou 70/,,Emmanuel Boateng
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,93,Entrou 46/,,Paulo Vitor
2022-09-05,21:15,GD Chaves,1-1,Rio Ave,J5,1-1,,,,,,Luís Freire
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,12,,,,César,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,2,Amarelo 65 /,,,Reggie Cannon,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,23,Amarelo 22 /Saiu 83/,,,Vincent Sasso,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,26,,,,Rodrigo Abascal,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,79,,,,Pedro Malheiro,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,24,Saiu 84/,,,Sebastián Pérez,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,42,,,,Gaius Makouta,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,70,,,,Bruno Onyemaechi,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,8,Amarelo 39 /Saiu 60/,,,Bruno Lourenço,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,9,Golo 58  /Amarelo 44 /Saiu 83/,,,Róbert Bozeník,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,7,Assistencia 58  /Saiu 74/,,,Kenji Gorré,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,99,,,,João Gonçalves,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,4,Entrou 84/,,,Robson Reis,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,19,Entrou 74/,,,Ricardo Mangas,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,6,Entrou 83/,,,Ibrahima Camará,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,18,,,,Ilija Vukotic,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,13,,,,Masaki Watai,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,77,,,,Luís Santos,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,59,Entrou 83/,,,Martim Tavares,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,21,Entrou 60/,,,Salvador Agra,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,,,Petit,
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,98,,,Igor Vekić
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,3,Amarelo 45+1 /,,Nuno Lima
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,23,,,Erick Ferigra
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,5,,,Antunes
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,15,,,Juan Delgado
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,6,Saiu 87/,,Jordan Holsgrove
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,26,Saiu 65/,,Rui Pires
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,9,Amarelo 45+5 /Saiu 87/,,Uilton Silva
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,7,Saiu 70/,,Nigel Thomas
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,19,,,N Dri Koffi
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,16,Amarelo 14 /Saiu 70/,,Matchoi Djaló
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,24,,,José Oliveira
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,29,,,Fernando Fonseca
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,32,,,Flávio Ramos
2022-09-05,19:00,Boavista,1-0,Paços de Ferreira,J5,1-0,,,20,Entrou 87/,,Luís Bastos
